"Sample_name"	"DNA_vs_RNA"	"Time_point"	"Metabolic_treatment"	"Replicate_number"	"kegg_ID"	"TPM"
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K00265; glutamate synthase (NADPH) large chain
[EC:1.4.1.13]"	189.902
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	70.003
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	63.459
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	61.091
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	227.265
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	187.797
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	173.353
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	60.659
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	74.467
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	75.311
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	151.351
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	120.45
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	106.712
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	128.454
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	142.833
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	110.542
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	109.227
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	114.79
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	64.134
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	60.886
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	67.616
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	164.532
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	160.083
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	88.159
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	99.655
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	87.291
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	129.298
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	17.44
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	18.704
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	21.603
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	21.951
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	8.53
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	7.088
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	0.718
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	156.923
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	2.742
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	317.804
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	99.974
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	83.479
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	150.359
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	4.035
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	3.466
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	16.313
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	1.254
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	349.022
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	15.236
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	25.159
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	166.893
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K00140; malonate-semialdehyde dehydrogenase
(acetylating) / methylmalonate-semialdehyde
dehydrogenase [EC:1.2.1.18 1.2.1.27]"	96.165
"Nitrifying_Day0_rep1_DNA"	"DNA"	"Week 0"	"Inoculum"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	39.895
"Nitrifying_Day0_rep2_DNA"	"DNA"	"Week 0"	"Inoculum"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	37.178
"Nitrifying_Day0_rep3_DNA"	"DNA"	"Week 0"	"Inoculum"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	32.974
"Nitrifying_Week4_Aerobic_rep1_DNA"	"DNA"	"Week 4"	"Aerobic"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	126.079
"Nitrifying_Week4_Aerobic_rep2_DNA"	"DNA"	"Week 4"	"Aerobic"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	83.742
"Nitrifying_Week4_Aerobic_rep3_DNA"	"DNA"	"Week 4"	"Aerobic"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	142.108
"Nitrifying_Week4_Ironreduction_rep1_DNA"	"DNA"	"Week 4"	"Iron reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	30.492
"Nitrifying_Week4_Ironreduction_rep2_DNA"	"DNA"	"Week 4"	"Iron reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	32.492
"Nitrifying_Week4_Ironreduction_rep3_DNA"	"DNA"	"Week 4"	"Iron reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	29.982
"Nitrifying_Week4_Nitratereduction_rep1_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	17.802
"Nitrifying_Week4_Nitratereduction_rep2_DNA"	"DNA"	"Week 4"	"Nitrate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	17.437
"Nitrifying_Week4_Sulphatereduction_rep1_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	23.033
"Nitrifying_Week4_Sulphatereduction_rep2_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	20
"Nitrifying_Week4_Sulphatereduction_rep3_DNA"	"DNA"	"Week 4"	"Sulphate reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	14.646
"Nitrifying_Week8_Aerobic_rep1_DNA"	"DNA"	"Week 8"	"Aerobic"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	134.773
"Nitrifying_Week8_Aerobic_rep2_DNA"	"DNA"	"Week 8"	"Aerobic"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	118.378
"Nitrifying_Week8_Aerobic_rep3_DNA"	"DNA"	"Week 8"	"Aerobic"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	149.473
"Nitrifying_Week8_Ironreduction_rep1_DNA"	"DNA"	"Week 8"	"Iron reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	31.562
"Nitrifying_Week8_Ironreduction_rep2_DNA"	"DNA"	"Week 8"	"Iron reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	29.662
"Nitrifying_Week8_Ironreduction_rep3_DNA"	"DNA"	"Week 8"	"Iron reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	33.507
"Nitrifying_Week8_Nitratereduction_rep1_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	19.182
"Nitrifying_Week8_Nitratereduction_rep2_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	19.322
"Nitrifying_Week8_Nitratereduction_rep3_DNA"	"DNA"	"Week 8"	"Nitrate reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	16.77
"Nitrifying_Week8_Sulphatereduction_rep1_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	23.334
"Nitrifying_Week8_Sulphatereduction_rep2_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	23.534
"Nitrifying_Week8_Sulphatereduction_rep3_DNA"	"DNA"	"Week 8"	"Sulphate reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	22.997
"Nitrifying_Day0_rep1_RNA"	"RNA"	"Week 0"	"Inoculum"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	8.603
"Nitrifying_Day0_rep2_RNA"	"RNA"	"Week 0"	"Inoculum"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	10.994
"Nitrifying_Day0_rep3_RNA"	"RNA"	"Week 0"	"Inoculum"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	6.499
"Nitrifying_Week4_Aerobic_rep1_RNA"	"RNA"	"Week 4"	"Aerobic"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	683.189
"Nitrifying_Week4_Aerobic_rep2_RNA"	"RNA"	"Week 4"	"Aerobic"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	6.498
"Nitrifying_Week4_Aerobic_rep3_RNA"	"RNA"	"Week 4"	"Aerobic"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	15.501
"Nitrifying_Week4_Ironreduction_rep1_RNA"	"RNA"	"Week 4"	"Iron reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	0.553
"Nitrifying_Week4_Ironreduction_rep2_RNA"	"RNA"	"Week 4"	"Iron reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	5.04
"Nitrifying_Week4_Ironreduction_rep3_RNA"	"RNA"	"Week 4"	"Iron reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	0.533
"Nitrifying_Week4_Nitratereduction_rep1_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	14.743
"Nitrifying_Week4_Nitratereduction_rep2_RNA"	"RNA"	"Week 4"	"Nitrate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	4.511
"Nitrifying_Week4_Sulphatereduction_rep1_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	17.95
"Nitrifying_Week4_Sulphatereduction_rep2_RNA"	"RNA"	"Week 4"	"Sulphate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	3.942
"Nitrifying_Week8_Aerobic_rep1_RNA"	"RNA"	"Week 8"	"Aerobic"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	10.197
"Nitrifying_Week8_Aerobic_rep2_RNA"	"RNA"	"Week 8"	"Aerobic"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	27.025
"Nitrifying_Week8_Aerobic_rep3_RNA"	"RNA"	"Week 8"	"Aerobic"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	15.299
"Nitrifying_Week8_Ironreduction_rep3_RNA"	"RNA"	"Week 8"	"Iron reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	0
"Nitrifying_Week8_Nitratereduction_rep1_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	84.389
"Nitrifying_Week8_Nitratereduction_rep2_RNA"	"RNA"	"Week 8"	"Nitrate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	5.556
"Nitrifying_Week8_Sulphatereduction_rep1_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"1"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	8.459
"Nitrifying_Week8_Sulphatereduction_rep2_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"2"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	5.125
"Nitrifying_Week8_Sulphatereduction_rep3_RNA"	"RNA"	"Week 8"	"Sulphate reduction"	"3"	"K00261; glutamate dehydrogenase (NAD(P)+)
[EC:1.4.1.3]"	5.001
